station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
HESH,1724122800,87.8,73.4,62.47,340.0,9.0,0.0,29.74,6.21,9.0,100000.0,CLEAR,95.86
HECA,1724124600,78.8,73.4,83.55,350.0,4.0,0.0,29.83,3.73,4.0,100000.0,CLEAR,78.8
HECA,1724126400,78.8,73.4,83.55,340.0,4.0,0.0,29.83,3.73,4.0,100000.0,CLEAR,78.8
HECA,1724128200,78.8,73.4,83.55,10.0,5.0,0.0,29.83,3.73,5.0,100000.0,CLEAR,78.8
