station,valid,temp,dewp,feel,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,wxrain,wxstorm,wxsnow,wxfog,wxviscinity
LTFJ,1719420600,25.0,15.0,25.0,53.8,60.0,19.0,0.0,29.94,6.21,19.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1719422400,24.0,16.0,24.0,60.9,50.0,15.0,0.0,29.94,6.21,15.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1719424200,23.0,16.0,23.0,64.69,50.0,16.0,0.0,29.94,6.21,16.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1719426000,23.0,17.0,23.0,68.94,50.0,14.0,0.0,29.94,6.21,14.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1719427800,22.0,17.0,22.0,73.27,60.0,13.0,0.0,29.94,6.21,13.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1719429600,22.0,18.0,22.0,78.04,50.0,12.0,0.0,29.94,6.21,12.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTAF,1719429600,28.0,25.0,32.69,83.77,0.0,2.0,0.0,29.68,6.21,2.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTAF,1719431400,28.0,25.0,32.69,83.77,150.0,3.0,0.0,29.68,6.21,3.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTAF,1719433200,27.0,25.0,30.88,88.83,140.0,3.0,0.0,29.68,6.21,3.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
