station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTFJ,1715703600,60.8,42.8,51.45,50.0,13.0,0.0,30.0,6.21,13.0,100000.0,CLEAR,60.8
LTFJ,1715705400,59.0,41.0,51.18,50.0,10.0,0.0,30.0,6.21,10.0,100000.0,CLEAR,59.0
LTAC,1715705400,53.6,32.0,43.61,300.0,4.0,0.0,29.97,6.21,4.0,100000.0,CLEAR,53.6
LTAC,1715707200,51.8,33.8,50.08,30.0,11.0,0.0,29.97,6.21,11.0,100000.0,CLEAR,51.8
LTAC,1715709000,50.0,33.8,53.54,40.0,11.0,0.0,29.97,6.21,11.0,100000.0,CLEAR,50.0
