station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTAC,1720741800,64.4,55.4,72.56,20.0,2.0,0.0,29.94,6.21,2.0,100000.0,CLEAR,64.4
LTAC,1720743600,62.6,55.4,77.29,0.0,0.0,0.0,29.94,6.21,0.0,100000.0,CLEAR,62.6
LTFM,1720741800,77.0,73.4,88.67,360.0,11.0,0.0,29.85,6.21,11.0,2500.0,CLEAR,77.0
LTFM,1720743600,77.0,73.4,88.67,10.0,9.0,0.0,29.85,6.21,9.0,2500.0,CLEAR,77.0
LTFM,1720745400,77.0,73.4,88.67,20.0,9.0,0.0,29.85,6.21,9.0,2500.0,CLEAR,77.0
LTFM,1720747200,77.0,73.4,88.67,20.0,9.0,0.0,29.85,6.21,9.0,2500.0,CLEAR,77.0
