station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTFM,1721532000,78.8,73.4,83.55,80.0,8.0,0.0,29.77,6.21,8.0,100000.0,CLEAR,78.8
LTFM,1721533800,78.8,73.4,83.55,70.0,7.0,0.0,29.8,6.21,7.0,100000.0,CLEAR,78.8
LTDA,1721533800,84.2,71.6,65.95,230.0,11.0,0.0,29.62,6.21,11.0,100000.0,CLEAR,89.6
LTDA,1721537400,87.8,71.6,58.78,250.0,5.0,0.0,29.65,6.21,5.0,100000.0,CLEAR,94.18
