station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTAF,1693633800,84.2,75.2,74.44,0.0,2.0,0.0,29.8,6.21,2.0,100000.0,CLEAR,92.45
LTAF,1693635600,84.2,75.2,74.44,240.0,4.0,0.0,29.8,6.21,4.0,100000.0,CLEAR,92.45
LTAF,1693637400,87.8,73.4,62.47,0.0,5.0,0.0,29.83,6.21,5.0,100000.0,CLEAR,95.86
LTFJ,1693639200,80.6,66.2,61.58,50.0,17.0,0.0,30.0,6.21,17.0,10000.0,CLEAR,82.75
LTFJ,1693641000,82.4,68.0,61.81,50.0,18.0,0.0,30.0,6.21,18.0,10000.0,CLEAR,85.38
