station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTDB,1751431800,80.6,71.6,74.17,0.0,1.0,0.0,29.71,6.21,1.0,100000.0,CLEAR,84.58
LTDB,1751433600,80.6,71.6,74.17,290.0,3.0,0.0,29.71,6.21,3.0,100000.0,CLEAR,84.58
LTDB,1751435400,82.4,69.8,65.82,0.0,3.0,0.0,29.71,6.21,3.0,100000.0,CLEAR,86.24
LTFM,1751437200,75.2,57.2,53.6,60.0,14.0,0.0,30.06,6.21,14.0,100000.0,CLEAR,75.2
LTFM,1751439000,75.2,57.2,53.6,50.0,15.0,0.0,30.06,6.21,15.0,100000.0,CLEAR,75.2
LTFM,1751440800,75.2,59.0,57.17,50.0,14.0,0.0,30.06,6.21,14.0,100000.0,CLEAR,75.2
