station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LCEN,1691232600,102.2,60.8,25.93,280.0,14.0,0.0,29.68,6.21,14.0,100000.0,CLEAR,103.57
LCEN,1691234400,102.2,64.4,29.43,260.0,15.0,0.0,29.68,6.21,15.0,100000.0,CLEAR,105.84
LTAF,1691234400,95.0,75.2,52.98,180.0,8.0,0.0,29.65,6.21,8.0,100000.0,CLEAR,107.39
LTAF,1691236200,95.0,75.2,52.98,230.0,10.0,0.0,29.65,6.21,10.0,100000.0,CLEAR,107.39
