station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LIPZ,1721497800,80.6,66.2,61.58,110.0,6.0,0.0,29.77,6.21,6.0,100000.0,CLEAR,82.75
LIPZ,1721499600,80.6,66.2,61.58,120.0,6.0,0.0,29.77,6.21,6.0,100000.0,CLEAR,82.75
LIPZ,1721501400,80.6,66.2,61.58,110.0,8.0,0.0,29.77,6.21,8.0,100000.0,CLEAR,82.75
LIPZ,1721503200,80.6,68.0,65.54,120.0,9.0,0.0,29.8,6.21,9.0,100000.0,CLEAR,83.29
LIPZ,1721505000,78.8,68.0,69.52,110.0,9.0,0.0,29.8,6.21,9.0,100000.0,CLEAR,78.8
LTFM,1721510400,78.8,73.4,83.55,90.0,8.0,0.0,29.8,6.21,8.0,100000.0,CLEAR,78.8
LTFM,1721512200,78.8,73.4,83.55,100.0,8.0,0.0,29.8,6.21,8.0,100000.0,CLEAR,78.8
LTFM,1721514000,78.8,73.4,83.55,90.0,7.0,0.0,29.8,6.21,7.0,100000.0,CLEAR,78.8
