station,valid,temp,dewp,feel,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,wxrain,wxstorm,wxsnow,wxfog,wxviscinity
LTFJ,1766758800,6.0,1.0,3.3,70.27,40.0,7.0,0.0,30.12,6.21,7.0,10000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1766760600,6.0,1.0,4.46,70.27,30.0,4.0,0.0,30.12,6.21,4.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1766762400,6.0,1.0,4.46,70.27,30.0,4.0,0.0,30.12,6.21,4.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1766764200,6.0,1.0,4.46,70.27,30.0,4.0,0.0,30.12,6.21,4.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTDA,1766767800,12.0,10.0,12.0,87.56,250.0,1.0,0.0,29.91,3.73,1.0,3000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
