station,valid,temp,dewp,feel,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,wxrain,wxstorm,wxsnow,wxfog,wxviscinity
LTDA,1738684200,12.0,3.0,12.0,54.07,300.0,4.0,0.0,29.97,6.21,4.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTDA,1738687800,12.0,2.0,12.0,50.36,300.0,3.0,0.0,29.97,6.21,3.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1738686000,5.0,-1.0,0.61,65.16,30.0,13.0,0.0,30.3,6.21,13.0,7000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1738687800,5.0,-1.0,0.61,65.16,30.0,13.0,0.0,30.3,6.21,13.0,7000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1738689600,5.0,-1.0,0.81,65.16,30.0,12.0,0.0,30.3,6.21,12.0,7000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTFJ,1738691400,5.0,0.0,-0.07,70.08,50.0,17.0,0.0,30.33,6.21,17.0,2600.0,-SHRASN,0.5,0.0,1.0,0.0,0.0
LTFJ,1738693200,4.0,0.0,-0.67,75.16,50.0,13.0,0.0,30.33,6.21,13.0,2600.0,-SHRASN,0.5,0.0,1.0,0.0,0.0
