station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTAP,1732535400,39.2,24.8,55.95,170.0,6.0,0.0,30.09,6.21,6.0,7000.0,CLEAR,34.2
LTFJ,1732537200,46.4,35.6,65.83,10.0,11.0,0.0,30.33,6.21,11.0,3000.0,CLEAR,40.66
LTFJ,1732539000,48.2,30.2,49.53,20.0,12.0,0.0,30.36,6.21,12.0,3000.0,CLEAR,42.62
LTFJ,1732540800,46.4,33.8,61.28,80.0,11.0,0.0,30.36,6.21,11.0,3000.0,CLEAR,40.66
LTFJ,1732542600,46.4,32.0,57.0,30.0,9.0,0.0,30.33,6.21,9.0,3000.0,CLEAR,41.42
