station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LZIB,1719401400,82.4,66.2,58.08,100.0,6.0,0.0,29.91,6.21,6.0,100000.0,CLEAR,84.63
LZIB,1719403200,82.4,64.4,54.55,110.0,6.0,0.0,29.91,6.21,6.0,100000.0,CLEAR,83.98
LZIB,1719405000,84.2,66.2,54.8,110.0,7.0,0.0,29.88,6.21,7.0,100000.0,CLEAR,86.5
LZIB,1719406800,84.2,66.2,54.8,170.0,7.0,0.0,29.88,6.21,7.0,100000.0,CLEAR,86.5
LZIB,1719408600,84.2,66.2,54.8,160.0,8.0,0.0,29.85,6.21,8.0,100000.0,CLEAR,86.5
LTFJ,1719411600,80.6,64.4,57.84,60.0,17.0,0.0,29.97,6.21,17.0,100000.0,CLEAR,82.27
LTFJ,1719413400,80.6,62.6,54.3,50.0,17.0,0.0,29.94,6.21,27.0,100000.0,CLEAR,81.84
LTFJ,1719415200,78.8,60.8,54.05,50.0,20.0,0.0,29.94,6.21,20.0,100000.0,CLEAR,78.8
