station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTFM,1736745600,39.2,37.4,93.19,20.0,20.0,0.0,30.27,4.97,20.0,700.0,-SHRA,28.7
LTFM,1736747400,39.2,37.4,93.19,20.0,21.0,0.0,30.3,4.35,21.0,700.0,-SHRA BR,28.46
LTFM,1736749200,39.2,37.4,93.19,20.0,17.0,0.0,30.3,4.35,17.0,700.0,-SHRA BR,29.51
ENGM,1736758200,10.4,8.6,92.25,0.0,2.0,0.0,30.24,6.21,2.0,700.0,CLEAR,10.4
ENGM,1736760000,17.6,15.8,92.5,200.0,6.0,0.0,30.21,6.21,6.0,600.0,CLEAR,8.19
ENGM,1736761800,19.4,17.6,92.57,210.0,4.0,0.0,30.18,6.21,4.0,700.0,CLEAR,12.71
