station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTAP,1764521400,48.2,48.2,100.0,0.0,0.0,0.0,29.91,6.21,0.0,8000.0,CLEAR,48.2
LTFM,1764523200,50.0,46.4,87.37,220.0,6.0,0.0,29.91,6.21,6.0,9000.0,CLEAR,50.0
LTFM,1764525000,50.0,46.4,87.37,230.0,6.0,0.0,29.91,6.21,6.0,9000.0,CLEAR,50.0
LTFM,1764526800,48.2,46.4,93.45,240.0,6.0,0.0,29.94,6.21,6.0,9000.0,CLEAR,45.04
