station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTFM,1748832600,62.6,51.8,67.76,330.0,5.0,0.0,30.09,6.21,5.0,100000.0,CLEAR,62.6
LTFM,1748834400,62.6,51.8,67.76,340.0,6.0,0.0,30.09,6.21,6.0,100000.0,CLEAR,62.6
LTFM,1748836200,62.6,51.8,67.76,340.0,5.0,0.0,30.09,6.21,5.0,100000.0,CLEAR,62.6
LTAP,1748836200,59.0,51.8,76.99,60.0,5.0,0.0,30.03,6.21,5.0,100000.0,CLEAR,59.0
