station,valid,temp,dewp,feel,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,wxrain,wxstorm,wxsnow,wxfog,wxviscinity
LTAC,1723909800,27.0,8.0,26.42,30.07,100.0,10.0,0.0,29.88,6.21,10.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
LTAC,1723911600,26.0,8.0,26.0,31.9,100.0,10.0,0.0,29.88,6.21,10.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
HESH,1723917600,37.0,11.0,35.56,20.87,250.0,2.0,0.0,29.59,6.21,2.0,100000.0,CLEAR,0.0,0.0,0.0,0.0,0.0
