station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
HECA,1724176800,89.6,64.4,43.34,10.0,12.0,0.0,29.8,6.21,12.0,100000.0,CLEAR,91.23
HECA,1724178600,87.8,64.4,45.88,10.0,10.0,0.0,29.8,6.21,10.0,100000.0,CLEAR,89.33
HECA,1724180400,87.8,66.2,48.84,360.0,10.0,0.0,29.8,6.21,10.0,100000.0,CLEAR,90.31
HESH,1724180400,96.8,53.6,23.55,340.0,6.0,0.0,29.65,6.21,6.0,100000.0,CLEAR,94.59
HESH,1724184000,96.8,51.8,22.04,350.0,8.0,0.0,29.65,6.21,8.0,100000.0,CLEAR,94.12
