station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTFM,1737904800,46.4,44.6,93.4,80.0,5.0,0.0,30.24,6.21,5.0,18000.0,CLEAR,43.5
LTFM,1737906600,46.4,42.8,87.19,0.0,2.0,0.0,30.24,6.21,2.0,100000.0,CLEAR,46.4
LTFM,1737908400,46.4,44.6,93.4,130.0,4.0,0.0,30.24,6.21,4.0,100000.0,CLEAR,44.24
LTDB,1737910200,51.8,37.4,57.77,310.0,4.0,0.0,30.18,6.21,4.0,100000.0,CLEAR,51.8
LTDB,1737912000,50.0,37.4,61.76,80.0,3.0,0.0,30.18,6.21,3.0,100000.0,CLEAR,50.0
