station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTDA,1766940600,42.8,30.2,60.77,0.0,4.0,0.0,29.74,6.21,4.0,100000.0,CLEAR,40.03
LTDA,1766944200,42.8,32.0,65.36,100.0,3.0,0.0,29.74,6.21,3.0,100000.0,CLEAR,41.03
LTFJ,1766947800,39.2,30.2,69.86,290.0,8.0,0.0,29.88,6.21,8.0,100000.0,CLEAR,32.98
LTFJ,1766949600,39.2,30.2,69.86,290.0,11.0,0.0,29.91,6.21,11.0,100000.0,CLEAR,31.57
LTFJ,1766951400,39.2,30.2,69.86,280.0,13.0,0.0,29.91,6.21,13.0,3500.0,-SHRA,30.79
