station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTDB,1726555800,84.2,62.6,48.32,210.0,9.0,0.0,29.83,6.21,9.0,100000.0,CLEAR,85.03
LTDB,1726557600,84.2,64.4,51.47,210.0,10.0,0.0,29.85,6.21,10.0,100000.0,CLEAR,85.71
LTDB,1726559400,84.2,62.6,48.32,220.0,12.0,0.0,29.85,6.21,12.0,100000.0,CLEAR,85.03
LTDB,1726561200,86.0,66.2,51.72,210.0,12.0,0.0,29.85,6.21,12.0,100000.0,CLEAR,88.39
LTDB,1726563000,86.0,64.4,48.58,210.0,12.0,0.0,29.85,6.21,12.0,100000.0,CLEAR,87.49
LTFJ,1726563000,77.0,59.0,53.8,30.0,10.0,0.0,29.97,6.21,10.0,100000.0,CLEAR,77.0
LTFJ,1726564800,78.8,59.0,50.69,50.0,10.0,0.0,29.97,6.21,10.0,100000.0,CLEAR,78.8
LTFJ,1726566600,77.0,59.0,53.8,20.0,12.0,0.0,29.97,6.21,12.0,100000.0,CLEAR,77.0
