Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1724179878,2024-08-20T18:51:18Z,MSC018,"30.130983,31.406603",0,12,343
1724179885,2024-08-20T18:51:25Z,MSC018,"30.131355,31.406452",0,13,340
1724179893,2024-08-20T18:51:33Z,MSC018,"30.131687,31.406101",0,14,309
1724179904,2024-08-20T18:51:44Z,MSC018,"30.132065,31.405268",0,0,295
1724179913,2024-08-20T18:51:53Z,MSC018,"30.132362,31.404419",0,19,289
1724179922,2024-08-20T18:52:02Z,MSC018,"30.132601,31.403458",0,0,284
1724179989,2024-08-20T18:53:09Z,MSC018,"30.130878,31.398294",0,0,230
1724180274,2024-08-20T18:57:54Z,MSC018,"30.139847,31.40765",1325,146,49
1724180283,2024-08-20T18:58:03Z,MSC018,"30.143875,31.413143",1775,142,50
1724180292,2024-08-20T18:58:12Z,MSC018,"30.147463,31.418427",2150,142,55
1724180295,2024-08-20T18:58:15Z,MSC018,"30.148544,31.42063",2225,144,62
1724180298,2024-08-20T18:58:18Z,MSC018,"30.149139,31.422514",2325,146,71
1724180301,2024-08-20T18:58:21Z,MSC018,"30.149597,31.424829",2400,148,80
1724180304,2024-08-20T18:58:24Z,MSC018,"30.149696,31.427326",2475,152,89
1724180307,2024-08-20T18:58:27Z,MSC018,"30.149506,31.429785",2575,153,95
1724180310,2024-08-20T18:58:30Z,MSC018,"30.148865,31.432531",2675,156,107
1724180313,2024-08-20T18:58:33Z,MSC018,"30.148132,31.434525",2750,158,114
1724180316,2024-08-20T18:58:36Z,MSC018,"30.146856,31.437159",2850,160,120
1724180319,2024-08-20T18:58:39Z,MSC018,"30.145752,31.439262",2950,160,122
1724180322,2024-08-20T18:58:42Z,MSC018,"30.144516,31.441525",3050,161,123
1724180325,2024-08-20T18:58:45Z,MSC018,"30.143179,31.44375",3150,161,124
1724180328,2024-08-20T18:58:48Z,MSC018,"30.142015,31.445728",3225,162,124
1724180331,2024-08-20T18:58:51Z,MSC018,"30.140665,31.447979",3325,163,124
1724180334,2024-08-20T18:58:54Z,MSC018,"30.139297,31.450249",3425,164,124
1724180337,2024-08-20T18:58:57Z,MSC018,"30.138153,31.45208",3500,166,125
1724180340,2024-08-20T18:59:00Z,MSC018,"30.136826,31.454288",3575,167,125
1724180343,2024-08-20T18:59:03Z,MSC018,"30.135269,31.456766",3675,169,125
1724180347,2024-08-20T18:59:07Z,MSC018,"30.133776,31.459131",3750,173,126
1724180356,2024-08-20T18:59:16Z,MSC018,"30.129364,31.465921",3925,183,126
1724180364,2024-08-20T18:59:24Z,MSC018,"30.124649,31.473246",4125,192,126
1724180374,2024-08-20T18:59:34Z,MSC018,"30.119568,31.481001",4325,204,126
1724180383,2024-08-20T18:59:43Z,MSC018,"30.114317,31.489452",4500,215,123
1724180386,2024-08-20T18:59:46Z,MSC018,"30.112734,31.492529",4550,219,120
1724180388,2024-08-20T18:59:48Z,MSC018,"30.111465,31.49511",4600,222,118
