Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1764341493,2025-11-28T14:51:33Z,THY4GH,"41.258945,28.749567",0,0,250
1764341765,2025-11-28T14:56:05Z,THY4GH,"41.25872,28.749283",0,0,250
1764341777,2025-11-28T14:56:17Z,THY4GH,"41.258842,28.749582",0,0,250
1764342282,2025-11-28T15:04:42Z,THY4GH,"41.258888,28.749832",0,3,253
1764342299,2025-11-28T15:04:59Z,THY4GH,"41.259064,28.750034",0,3,253
1764342308,2025-11-28T15:05:08Z,THY4GH,"41.259109,28.750238",0,3,253
1764342320,2025-11-28T15:05:20Z,THY4GH,"41.259155,28.750456",0,3,258
1764342332,2025-11-28T15:05:32Z,THY4GH,"41.259201,28.750656",0,3,278
1764342346,2025-11-28T15:05:46Z,THY4GH,"41.25919,28.750885",0,2,320
1764342366,2025-11-28T15:06:06Z,THY4GH,"41.258984,28.751053",0,3,334
1764342382,2025-11-28T15:06:22Z,THY4GH,"41.258781,28.75119",0,3,337
1764342398,2025-11-28T15:06:38Z,THY4GH,"41.258572,28.751299",0,3,340
1764342413,2025-11-28T15:06:53Z,THY4GH,"41.258366,28.751404",0,3,343
1764342428,2025-11-28T15:07:08Z,THY4GH,"41.25816,28.75148",0,3,343
1764342443,2025-11-28T15:07:23Z,THY4GH,"41.257954,28.751572",0,3,348
1764342459,2025-11-28T15:07:39Z,THY4GH,"41.257736,28.751633",0,3,357
1764342728,2025-11-28T15:12:08Z,THY4GH,"41.257977,28.751602",0,7,357
1764342734,2025-11-28T15:12:14Z,THY4GH,"41.258194,28.751755",0,8,33
1764342740,2025-11-28T15:12:20Z,THY4GH,"41.258293,28.75197",0,8,59
1764342745,2025-11-28T15:12:25Z,THY4GH,"41.258331,28.752197",0,7,75
1764342753,2025-11-28T15:12:33Z,THY4GH,"41.258339,28.752407",0,3,87
1764342776,2025-11-28T15:12:56Z,THY4GH,"41.258339,28.752609",0,1,90
1764342790,2025-11-28T15:13:10Z,THY4GH,"41.258343,28.752838",0,3,90
1764342799,2025-11-28T15:13:19Z,THY4GH,"41.258343,28.753052",0,5,90
1764342806,2025-11-28T15:13:26Z,THY4GH,"41.25835,28.753296",0,6,87
1764342812,2025-11-28T15:13:32Z,THY4GH,"41.258377,28.753546",0,7,78
1764342818,2025-11-28T15:13:38Z,THY4GH,"41.258492,28.753748",0,7,50
1764342825,2025-11-28T15:13:45Z,THY4GH,"41.258701,28.753904",0,7,22
1764342831,2025-11-28T15:13:51Z,THY4GH,"41.258904,28.753922",0,8,5
1764342837,2025-11-28T15:13:57Z,THY4GH,"41.259155,28.753937",0,9,2
1764342845,2025-11-28T15:14:05Z,THY4GH,"41.25951,28.753922",0,10,357
1764342850,2025-11-28T15:14:10Z,THY4GH,"41.259716,28.753922",0,9,357
1764342855,2025-11-28T15:14:15Z,THY4GH,"41.259922,28.75392",0,8,357
1764342861,2025-11-28T15:14:21Z,THY4GH,"41.260139,28.753906",0,7,357
1764342868,2025-11-28T15:14:28Z,THY4GH,"41.260357,28.753906",0,7,357
1764342876,2025-11-28T15:14:36Z,THY4GH,"41.260586,28.753904",0,6,357
1764342883,2025-11-28T15:14:43Z,THY4GH,"41.260826,28.753891",0,8,357
1764342891,2025-11-28T15:14:51Z,THY4GH,"41.261147,28.753891",0,10,357
1764342898,2025-11-28T15:14:58Z,THY4GH,"41.261539,28.753874",0,11,357
1764342906,2025-11-28T15:15:06Z,THY4GH,"41.261845,28.753876",0,8,357
1764342913,2025-11-28T15:15:13Z,THY4GH,"41.262054,28.753904",0,6,11
1764342921,2025-11-28T15:15:21Z,THY4GH,"41.262238,28.754108",0,6,45
1764342928,2025-11-28T15:15:28Z,THY4GH,"41.26231,28.754341",0,5,70
1764342936,2025-11-28T15:15:36Z,THY4GH,"41.262321,28.75456",0,4,84
1764342945,2025-11-28T15:15:45Z,THY4GH,"41.262325,28.754776",0,3,87
1764342960,2025-11-28T15:16:00Z,THY4GH,"41.262337,28.75499",0,3,90
1764342973,2025-11-28T15:16:13Z,THY4GH,"41.262337,28.755203",0,2,90
1764343062,2025-11-28T15:17:42Z,THY4GH,"41.262333,28.755434",0,4,90
1764343069,2025-11-28T15:17:49Z,THY4GH,"41.262344,28.755699",0,7,90
1764343076,2025-11-28T15:17:56Z,THY4GH,"41.262348,28.756042",0,9,90
1764343084,2025-11-28T15:18:04Z,THY4GH,"41.262356,28.756433",0,8,90
1764343089,2025-11-28T15:18:09Z,THY4GH,"41.262405,28.756653",0,6,64
1764343097,2025-11-28T15:18:17Z,THY4GH,"41.262611,28.756699",0,6,11
1764343105,2025-11-28T15:18:25Z,THY4GH,"41.262863,28.756699",0,7,2
1764343111,2025-11-28T15:18:31Z,THY4GH,"41.263077,28.756699",0,8,2
1764343116,2025-11-28T15:18:36Z,THY4GH,"41.263309,28.756683",0,10,2
1764343121,2025-11-28T15:18:41Z,THY4GH,"41.263664,28.756683",0,18,357
1764343124,2025-11-28T15:18:44Z,THY4GH,"41.263939,28.756668",0,29,357
1764343125,2025-11-28T15:18:45Z,THY4GH,"41.264229,28.756666",0,35,357
1764343126,2025-11-28T15:18:46Z,THY4GH,"41.264614,28.756666",0,46,357
1764343128,2025-11-28T15:18:48Z,THY4GH,"41.26495,28.756666",0,51,357
1764343129,2025-11-28T15:18:49Z,THY4GH,"41.265255,28.756666",0,56,357
1764343130,2025-11-28T15:18:50Z,THY4GH,"41.265793,28.756653",0,67,357
1764343131,2025-11-28T15:18:51Z,THY4GH,"41.266148,28.756638",0,72,357
1764343133,2025-11-28T15:18:53Z,THY4GH,"41.266674,28.756638",0,76,357
1764343135,2025-11-28T15:18:55Z,THY4GH,"41.267536,28.75662",0,93,359
1764343137,2025-11-28T15:18:57Z,THY4GH,"41.268906,28.756592",225,103,359
1764343139,2025-11-28T15:18:59Z,THY4GH,"41.269909,28.75659",225,112,359
1764343148,2025-11-28T15:19:08Z,THY4GH,"41.274937,28.756527",200,146,359
1764343154,2025-11-28T15:19:14Z,THY4GH,"41.279617,28.756348",300,161,358
