Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1733663359,2024-12-08T13:09:19Z,TVF82NN,"48.72575,2.361339",0,0,348
1733663529,2024-12-08T13:12:09Z,TVF82NN,"48.725487,2.361427",0,10,348
1733663549,2024-12-08T13:12:29Z,TVF82NN,"48.725239,2.361501",0,3,345
1733663575,2024-12-08T13:12:55Z,TVF82NN,"48.724983,2.361638",0,2,275
1733663595,2024-12-08T13:13:15Z,TVF82NN,"48.724983,2.361849",0,1,253
1733663619,2024-12-08T13:13:39Z,TVF82NN,"48.725018,2.362061",0,2,253
1733663631,2024-12-08T13:13:51Z,TVF82NN,"48.725052,2.362277",0,2,253
1733663650,2024-12-08T13:14:10Z,TVF82NN,"48.725098,2.362518",0,0,255
1733663793,2024-12-08T13:16:33Z,TVF82NN,"48.72504,2.362166",0,6,253
1733663799,2024-12-08T13:16:39Z,TVF82NN,"48.724983,2.361902",0,7,253
1733663807,2024-12-08T13:16:47Z,TVF82NN,"48.72488,2.361321",0,11,253
1733663825,2024-12-08T13:17:05Z,TVF82NN,"48.724667,2.359802",0,13,267
1733663830,2024-12-08T13:17:10Z,TVF82NN,"48.724678,2.359314",0,13,275
1733663833,2024-12-08T13:17:13Z,TVF82NN,"48.724709,2.359067",0,12,281
1733663836,2024-12-08T13:17:16Z,TVF82NN,"48.724739,2.358826",0,12,281
1733663840,2024-12-08T13:17:20Z,TVF82NN,"48.724766,2.358504",0,12,278
1733663847,2024-12-08T13:17:27Z,TVF82NN,"48.724773,2.357868",0,12,267
1733663850,2024-12-08T13:17:30Z,TVF82NN,"48.724754,2.357659",0,12,264
1733663852,2024-12-08T13:17:32Z,TVF82NN,"48.724731,2.35743",0,12,261
1733663856,2024-12-08T13:17:36Z,TVF82NN,"48.724674,2.357113",0,12,255
1733663859,2024-12-08T13:17:39Z,TVF82NN,"48.724632,2.356911",0,12,255
1733663862,2024-12-08T13:17:42Z,TVF82NN,"48.724598,2.356694",0,10,255
1733663865,2024-12-08T13:17:45Z,TVF82NN,"48.724594,2.356462",0,10,267
1733663868,2024-12-08T13:17:48Z,TVF82NN,"48.724628,2.356251",0,11,284
1733663872,2024-12-08T13:17:52Z,TVF82NN,"48.724743,2.356004",0,11,312
1733663877,2024-12-08T13:17:57Z,TVF82NN,"48.724983,2.355845",0,10,340
1733663891,2024-12-08T13:18:11Z,TVF82NN,"48.725574,2.355574",0,11,343
1733663912,2024-12-08T13:18:32Z,TVF82NN,"48.726822,2.355067",0,0,345
1733663922,2024-12-08T13:18:42Z,TVF82NN,"48.72752,2.35476",0,17,343
1733663928,2024-12-08T13:18:48Z,TVF82NN,"48.728043,2.354544",0,0,345
1733664091,2024-12-08T13:21:31Z,TVF82NN,"48.721992,2.322886",650,168,241
1733664100,2024-12-08T13:21:40Z,TVF82NN,"48.718594,2.313056",1025,169,241
1733664109,2024-12-08T13:21:49Z,TVF82NN,"48.714962,2.303443",1375,174,239
1733664115,2024-12-08T13:21:55Z,TVF82NN,"48.712357,2.296793",1575,179,239
1733664124,2024-12-08T13:22:04Z,TVF82NN,"48.708252,2.287128",2025,178,237
1733664133,2024-12-08T13:22:13Z,TVF82NN,"48.704208,2.277784",2425,179,235
1733664136,2024-12-08T13:22:16Z,TVF82NN,"48.702805,2.274733",2525,180,235
1733664139,2024-12-08T13:22:19Z,TVF82NN,"48.701477,2.271846",2625,181,234
1733664148,2024-12-08T13:22:28Z,TVF82NN,"48.697037,2.261986",2975,183,236
1733664159,2024-12-08T13:22:39Z,TVF82NN,"48.692047,2.250155",3375,185,238
1733664168,2024-12-08T13:22:48Z,TVF82NN,"48.687916,2.23991",3750,187,238
1733664177,2024-12-08T13:22:57Z,TVF82NN,"48.683716,2.229591",4000,195,237
1733664186,2024-12-08T13:23:06Z,TVF82NN,"48.678864,2.218605",4075,215,235
1733664189,2024-12-08T13:23:09Z,TVF82NN,"48.676834,2.215118",4150,226,228
1733664192,2024-12-08T13:23:12Z,TVF82NN,"48.674835,2.212372",4200,233,222
1733664196,2024-12-08T13:23:16Z,TVF82NN,"48.672134,2.209308",4275,241,216
1733664198,2024-12-08T13:23:18Z,TVF82NN,"48.66869,2.206084",4325,248,210
